INPUT FILE: /Users/cc/Desktop/hamiltonian/stacking/stacking_examples/R1-C4_R2-C4_R3-C9.txt

Stacking Case (types read from header)
-------------------------------------
R1: C4 — m even > 2, n = 3
R2: C4 — m even > 2, n = 3
R3: C9 — m odd > 3, n odd

Example 1
  R1: m=8, n=3
  R2: m=6, n=3
  R3: m=5, n=5
  #Solutions: 75
  Solutions (each line: R3[xs->xt], R2[xs->xt], R1[xs->xt])
      1. R3[0->0], R2[0->1], R1[1->0]
      2. R3[0->0], R2[0->1], R1[1->2]
      3. R3[0->0], R2[0->3], R1[3->0]
      4. R3[0->0], R2[0->3], R1[3->2]
      5. R3[0->0], R2[0->3], R1[3->4]
      6. R3[0->0], R2[0->5], R1[5->0]
      7. R3[0->0], R2[0->5], R1[5->2]
      8. R3[0->0], R2[0->5], R1[5->4]
      9. R3[0->0], R2[0->5], R1[5->6]
     10. R3[0->2], R2[2->1], R1[1->0]
     11. R3[0->2], R2[2->1], R1[1->2]
     12. R3[0->2], R2[2->3], R1[3->0]
     13. R3[0->2], R2[2->3], R1[3->2]
     14. R3[0->2], R2[2->3], R1[3->4]
     15. R3[0->2], R2[2->5], R1[5->0]
     16. R3[0->2], R2[2->5], R1[5->2]
     17. R3[0->2], R2[2->5], R1[5->4]
     18. R3[0->2], R2[2->5], R1[5->6]
     19. R3[0->4], R2[4->3], R1[3->0]
     20. R3[0->4], R2[4->3], R1[3->2]
     21. R3[0->4], R2[4->3], R1[3->4]
     22. R3[0->4], R2[4->5], R1[5->0]
     23. R3[0->4], R2[4->5], R1[5->2]
     24. R3[0->4], R2[4->5], R1[5->4]
     25. R3[0->4], R2[4->5], R1[5->6]
     26. R3[2->0], R2[0->1], R1[1->0]
     27. R3[2->0], R2[0->1], R1[1->2]
     28. R3[2->0], R2[0->3], R1[3->0]
     29. R3[2->0], R2[0->3], R1[3->2]
     30. R3[2->0], R2[0->3], R1[3->4]
     31. R3[2->0], R2[0->5], R1[5->0]
     32. R3[2->0], R2[0->5], R1[5->2]
     33. R3[2->0], R2[0->5], R1[5->4]
     34. R3[2->0], R2[0->5], R1[5->6]
     35. R3[2->2], R2[2->1], R1[1->0]
     36. R3[2->2], R2[2->1], R1[1->2]
     37. R3[2->2], R2[2->3], R1[3->0]
     38. R3[2->2], R2[2->3], R1[3->2]
     39. R3[2->2], R2[2->3], R1[3->4]
     40. R3[2->2], R2[2->5], R1[5->0]
     41. R3[2->2], R2[2->5], R1[5->2]
     42. R3[2->2], R2[2->5], R1[5->4]
     43. R3[2->2], R2[2->5], R1[5->6]
     44. R3[2->4], R2[4->3], R1[3->0]
     45. R3[2->4], R2[4->3], R1[3->2]
     46. R3[2->4], R2[4->3], R1[3->4]
     47. R3[2->4], R2[4->5], R1[5->0]
     48. R3[2->4], R2[4->5], R1[5->2]
     49. R3[2->4], R2[4->5], R1[5->4]
     50. R3[2->4], R2[4->5], R1[5->6]
     51. R3[4->0], R2[0->1], R1[1->0]
     52. R3[4->0], R2[0->1], R1[1->2]
     53. R3[4->0], R2[0->3], R1[3->0]
     54. R3[4->0], R2[0->3], R1[3->2]
     55. R3[4->0], R2[0->3], R1[3->4]
     56. R3[4->0], R2[0->5], R1[5->0]
     57. R3[4->0], R2[0->5], R1[5->2]
